ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330241,-0.074286,-0.75833,0.002751,0.040044,0.044672,0.278889,-0.602689,-0.134521,-0.191884,0.56924,-0.09574,-0.461485,0,1.041171,-0.22394,0.11255,-0.64571,0.38994
9330242,-0.302981,0.336977,0.096662,0.057484,0.049152,0.494798,-0.279071,-0.041426,-0.132848,0.358236,-0.150436,0.718576,0,0.755708,0.32493,0.38558,-0.35916,0.49701
9330243.01,0.00123,-0.476795,0.269443,0.052593,0.045525,0.595368,-0.480693,0.006581,-0.043523,0.076456,-0.640565,0.080063,0,-0.299044,-0.00495,-0.16897,-0.15913,0.17256
9330243.02,0.003041,-0.533806,0.304908,0.053231,0.037632,-0.200145,0.076514,0.156379,-0.338476,-0.284342,-0.631508,-1.042447,0,0,,,,
9330250.01,0,0,0,0,0,0,0,-0.947361,-0.701339,0,0.002463,0,-0.301016,0,,,,
9330250.02,2.743151,-0.913342,-1.134668,0.020476,0.034432,1.650672,-0.817002,-1.209493,-0.647948,0.833832,-1.011891,-0.43502,0.021204,-0.863103,-1.09876,-1.36093,-0.60653,0.88693
9330251,-2.957384,0,0,-21.257142,-21.306288,-0.703509,0,0.885616,0,2.552513,0,0,0.998765,0,,,,
9330260.04,0.31729,-0.1565,-0.082803,0.032812,0.041899,-0.279361,-0.185851,0.018293,-0.559423,0.569346,-0.640565,0.129227,0,-0.435915,-0.31738,-0.31886,-0.47331,-0.25969
9330260.05,0.183787,1.945571,-0.165391,0.024942,0.042112,-0.436204,-0.858527,0.082805,-0.603925,1.213548,0.045511,-0.606588,0,0.281263,0.16725,-0.17219,-1.25896,-0.33245
9330260.06,1.272931,-0.108616,-1.416278,0.03026,0.036566,0.25724,-0.351756,-0.924171,-0.55022,0.454667,-0.516881,-0.289382,0,-0.746598,-0.79834,-1.04834,-0.30099,-0.01098
9330260.07,-0.063388,0.34436,-0.585609,0.032174,0.042325,-0.74922,-0.3569,0.240472,-0.443922,0.623864,0.527392,0.476453,0,0,,,,
9330260.08,1.618061,-0.750257,-1.238765,0.039831,0.032726,0.069594,0.362517,-1.045779,-0.352621,-0.488086,-0.970716,-1.486576,0,0,,,,
9330260.09,-0.442071,-0.755537,0.260779,0.054507,0.042965,-0.656164,-0.45643,0.209053,-0.564824,0.670571,0.222018,0.17967,-0.302523,0.272917,-0.33803,0.60523,-0.60324,-0.32589
9330260.1,-0.212669,-0.6996,0.287281,0.049402,0.035926,-0.906048,0.276745,-0.088326,-0.294929,-0.724586,0.021311,-1.662132,0,0,,,,
9330270,0,0,0,0,0,0,0,11.853054,11.828043,0,5.010839,0,6.398624,0,,,,
9330280,0.661654,-0.772594,-1.146791,0.045574,0.039979,-0.097179,-0.605243,-0.65812,-0.368103,0.045244,-1.026404,-0.71747,-0.289838,0,,,,
9330281.01,0.694101,-0.320117,-0.829181,0.025155,0.039979,-0.029867,-0.560038,-0.689607,-0.377202,0.961015,-0.888434,-0.626756,0,-0.823624,-0.5329,-1.05163,-0.71027,-0.34577
9330281.02,-0.227404,-0.617405,-0.353591,0.038555,0.047658,-0.500333,-0.531785,-0.061153,-0.460059,0.668712,-0.355804,-0.199213,-0.337397,-0.053391,-0.17539,-0.19052,-0.763,-0.43623
9330282.01,-0.283765,-0.419204,0.108648,0.035364,0.044459,-0.377465,-0.1528,0.363357,-0.208631,0.017474,-0.181388,0.199228,-0.185415,0.722624,-0.08468,0.208,-0.36329,0.08387
9330282.02,-0.516942,0.237037,-0.201374,0.041107,0.049365,-0.842255,0.115428,0.832951,-0.375319,0.29835,0.421382,0.872219,0.325716,-0.391473,0.28198,0.35561,-0.50521,-0.59134
9330283,-0.615573,-0.145914,0.804028,0.057484,0.045952,-0.364847,0.689062,0.155239,-0.047604,-1.45346,0.236377,0.106253,0,0.031063,-0.31457,0.31939,1.21592,-0.2665
9330284.01,-0.5613,1.666562,0.925767,0.063653,0.049152,-0.409271,0.811535,0.499009,0.020374,-1.276757,-0.017953,0.223558,0,-0.455409,0.4085,0.0774,1.21749,-0.4567
9330284.02,-0.092551,0.974191,-0.062029,0.041745,0.043819,-0.224042,-0.287575,-0.003748,-0.302044,0.143523,-0.238607,0.092357,0,-0.083135,0.05556,-0.13257,-0.28298,-0.2159
9330285.01,-1.175647,-0.268623,1.659793,0.07131,0.052778,-1.004957,0.32171,1.326961,-0.185655,-1.072178,1.981483,1.547292,0,-0.545759,0.12606,1.91306,0.46003,-0.76819
9330285.02,0.892682,-1.049191,-0.838347,0.028558,0.041259,0.118748,-0.81483,-0.591631,-0.424087,0.887423,-0.622681,-1.171289,0,0.217036,-0.62658,-0.83248,-0.82815,0.09442
9330286.01,0.221115,0.015436,-0.922123,0.037279,0.045952,-0.061956,-0.496436,-0.500912,-0.455856,0.69926,-0.763422,0.034993,0,0.332647,-0.10496,-0.51285,-0.73251,0.05792
9330286.02,0.395262,-0.188611,-0.874903,0.032599,0.042539,-0.393036,-0.508113,-0.134366,-0.38087,0.700846,-0.794587,0.125862,0,-0.808895,-0.178,-0.70909,-0.76327,-0.41295
9330286.03,0.937838,-0.27265,-1.032549,0.025368,0.040406,-0.032183,-0.892143,-0.769608,-0.647404,1.129983,-0.55047,-0.935269,-0.01963,-0.184868,-0.6254,-0.88069,-1.01562,-0.16428
9330287.01,0.023025,0.079429,-0.394327,0.036215,0.041472,-0.352111,-0.039427,0.096564,-0.166262,-0.191801,-0.612862,0.239923,-0.33659,-1.064638,-0.17901,-0.58313,0.00043,-0.51145
9330287.02,0.494936,-0.865013,-1.278371,0.032387,0.038699,0.126241,-0.307182,-0.59647,-0.416032,0.608474,-0.66247,-1.002471,-0.332707,-0.965245,-0.7314,-1.20586,-0.27959,-0.42228
9330287.06,-0.58288,-0.705275,0.326212,0.056634,0.054698,-0.3427,0.376965,0.289061,0.028359,-0.300296,0.496961,-0.376885,0,-1.020932,0.01275,-0.05716,0.45585,-0.82907
9330287.09,-0.994655,0.748577,0.654533,0.083646,0.049578,-0.986601,1.09722,1.548483,0.34476,-1.875585,1.100856,-0.537989,0,0,,,,
9330287.1,0.711046,0.434582,-1.14851,0.041532,0.037206,0.156903,-0.314319,-0.763623,-0.06241,-0.068439,-1.075288,-0.757525,0,0,,,,
9330287.11,0.357749,-0.556857,-0.776942,0.031961,0.040619,-0.334563,-0.667718,-0.047465,-0.310253,0.257933,-0.461604,-0.792872,0,0,,,,
9330287.12,0.193426,-0.156001,-1.006229,0.062376,0.038699,0.078985,-0.036726,-0.289467,-0.019693,-0.0086,-0.818025,0.646726,0,0,,,,
9330287.13,-0.190076,0.65365,-0.539202,0.06663,0.040832,-0.110712,0.784974,-0.078554,0.23864,-1.374456,-0.993778,-1.553109,0,0,,,,
9330287.14,0.549117,-0.27265,-1.027337,0.056634,0.037419,0.205074,-0.287854,-0.805791,0.049741,-0.03923,-1.04055,-1.11431,0,0,,,,
9330287.15,-0.506935,0.306954,-0.740381,0.058335,0.047445,-0.786667,-0.003121,0.132749,-0.116309,0.239341,0.557467,0.414933,0,0,,,,
9330287.16,-0.998952,0.563881,-0.66593,0.081306,0.054911,-1.110451,0.831242,-0.005939,0.255076,-0.857569,0.358896,0.590022,0,0,,,,
9330290.02,-0.778392,-1.134111,-0.027464,0.044297,0.046805,-1.182793,-0.147721,1.285972,-0.455856,0.214954,1.988908,-0.087136,0,-0.906847,-0.29714,0.85158,-0.52131,-1.20246
9330290.03,-0.095866,0.464102,-0.381433,0.036002,0.046805,-0.578366,-0.505085,0.284008,-0.55729,0.825651,-0.612862,-0.137936,0,-0.651327,0.14974,-0.45995,-0.85796,-0.6696
9330290.04,0.970224,0.123169,-1.321148,0.03026,0.037206,-0.295764,-0.486621,-0.803293,-0.437204,0.777431,-0.816792,-0.592323,0,0,,,,
9330290.05,0.065326,-0.174668,-0.634134,0.041532,0.041472,-0.515795,-0.858699,-0.396292,-0.571435,1.297287,-0.933944,-1.072652,0,-0.740012,-0.32304,-0.86475,-0.91993,-0.76812
9330291.01,-0.576034,0.034576,0.070867,0.051316,0.049792,-0.759634,-0.093007,0.612169,-0.329923,0.150745,0.455465,-0.237558,0,-0.451379,0.12328,0.15622,-0.22461,-0.78324
9330291.02,-0.156033,-0.642008,-0.366962,0.03345,0.045099,-0.736507,-0.244994,0.32144,-0.439981,0.382387,-0.379913,0.805548,0,-0.32709,-0.14276,0.01881,-0.69381,-0.3969
9330292.01,0.487753,-0.468425,-1.044113,0.034088,0.040406,-0.468102,-0.999522,-0.332988,-0.600783,1.283118,-0.785473,-0.406456,0,-0.930223,-0.39225,-0.7988,-1.20005,-0.60477
