ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3
59153502,1.294566,-0.724392,0.212786,-0.538801,-0.022887,-0.656164,-0.251804,0,0,0,0,,,
59153503,0.76384,-0.387801,-0.378179,0.724879,-0.023534,-0.514455,0.284162,-0.875258,0,0,0,,,
59153504,0.456364,0,0.40398,-0.230586,-0.024828,0.377598,-0.161281,-0.239854,0,0,0,,,
59153506,-1.483521,-1.176355,-0.404251,-1.016533,-0.023783,-0.220969,-0.573975,-0.114946,0,0,-1.250484,,,
59153507,1.365629,-1.312549,-1.255935,-1.047355,-0.024629,-0.060007,-0.7179,0,0,0,0,,,
59153508,1.270203,-0.75058,-0.447704,-0.1073,-0.023285,-0.664444,-0.264843,-0.962539,0,0,0,,,
59153510,-1.483518,-1.342254,-0.873546,-0.769962,-0.023932,-0.847645,-0.590613,-0.895624,0,0,0,,,
59153511,-1.483518,-0.77786,-0.560683,-0.554211,-0.023335,-1.460977,-0.666221,-0.895624,0,0,0,,,
59153512,0.148175,-0.688746,1.603291,1.341308,-0.024032,-0.93071,-0.689529,0.591059,0,0,0,,,
59153513,0.625503,0,-0.78664,-0.338461,-0.025077,0.67871,-0.619183,0,0,0,0,,,
59153514,1.039945,-1.197352,-0.404251,-0.400104,-0.024679,0.604517,-0.687489,-0.193014,0,0,0,,,
59153515,-1.483521,-1.274357,-1.038669,-0.893247,-0.024032,-0.656164,-0.655226,-0.801943,0,0,0,,,
59153516,1.261,0,-0.986525,-0.631265,-0.024479,0.203004,0,0,0,0,0,,,
59153517,0.951102,0,-0.560683,-0.600444,-0.02428,-0.395345,0,0,0,0,0,,,
59153518,1.109043,-1.360534,-0.92569,-0.862426,-0.024728,0.476535,-0.57181,0,0,0,0,,,
59153519,-1.483521,0,-0.977834,-0.615854,-0.024579,-0.358085,0,0.241936,0,0,0,,,
59153520,0.415219,0.121911,-0.082697,0.462897,-0.024081,-0.240757,0.254667,-1.119645,0,0,0,,,
59153521,1.219399,-0.357748,-0.473776,-0.153532,-0.023634,-0.229798,-0.142216,-1.15585,0,0,0,,,
59153523,-1.483521,0.558861,0,-0.384693,-0.023435,-0.5199,0.356536,0,0,0,0,,,
59153524,1.277213,-0.874809,-0.630208,-0.384693,-0.023982,-0.602936,-0.24323,-0.895624,0,-0.528841,0,,,
59153528,-0.152035,-0.154057,2.315924,-0.215175,-0.02443,0.416145,1.012185,-0.364763,0,0,0,,,
59153529,-0.258972,0.168773,1.420787,2.389238,-0.025276,0.504214,0.99388,1.044919,-0.902772,0,-0.59192,1.318,0.19947,-0.9865
59153530,-0.498975,-0.173589,2.872126,2.327595,-0.024529,-0.040135,1.820281,0.190681,0,0,0,,,
59153531,-0.009908,0.625697,1.533765,0.925219,-0.025574,2.026544,-0.001838,0.509597,-0.817124,0,-1.338738,1.0435,0.50061,-1.05221
59153532,0.005422,-1.066592,1.055779,0.170093,-0.025723,1.784355,-0.131799,-0.066904,0,0,0,,,
59153533,-1.483515,-1.32452,0.925419,-0.662086,-0.02234,-0.556805,-0.675821,-0.91436,0,0,-1.382808,,,
59153534,-1.483509,0,-0.595445,-0.95489,-0.02224,-0.685972,0,0.168937,0,0,0.189712,,,
59153535,0.007815,0.626758,0.065045,0.863576,-0.025276,0.550345,-0.244584,0.555295,-0.042213,0,-1.416422,0.20655,0.27476,-0.64692
59153537,0.569912,-0.996597,-0.830093,0.462897,-0.02433,-0.395345,0,0.630476,0,0,-1.396795,,,
59153538,0.433455,1.212369,-0.595445,0.355022,-0.024679,0.227426,0,2.048648,0.391336,0,-0.626859,,,
59153539,0.459698,-0.54577,0.543031,0.077628,-0.024679,0.642607,-0.487155,1.366112,-0.303235,0,-1.31166,-0.06288,0.24387,-0.9328
59153540,1.065105,1.767721,-0.838784,-0.138122,-0.023932,1.607623,-0.683136,-0.49928,0.153555,0,0,,,
59153541,-1.483518,0,-0.291272,-0.507979,-0.024479,0.089033,-0.484195,0.301416,0,0,0,,,
59153542,0.587322,-1.397872,-1.05605,1.988559,-0.025027,-0.012942,-0.716392,0.190681,0,0,0,,,
59153543,-1.483509,0,-0.004481,-0.924069,-0.022937,-1.073474,-0.586637,-0.427217,0,0,0,,,
59153545,0.250611,-0.745258,0.091116,0.678647,-0.025027,1.570659,-0.570868,0.168937,0,0,0,,,
59153546,-0.04014,0.253324,1.499003,1.757398,-0.025574,2.907231,-0.098416,0.04119,0,0,0,,,
59153547,0.753383,-1.104615,-0.890928,0.709468,-0.024231,-0.220969,-0.577586,0.339267,0,0,0,,,
59153548,-1.483521,-1.242195,0.612556,-0.662086,-0.023037,-0.583165,-0.020844,-0.868071,0,0,0,,,
59153549,0,0,0,0,-0.023932,0,0.265574,0,0,0,0,,,
59153551,0.085831,-0.405675,0.351836,0.231736,-0.024878,0.75971,0.382697,0.547069,-0.81038,0,0,,,
59153552,-0.147077,1.561993,0.838513,0.139271,-0.024977,0.598904,-0.523495,2.149021,-1.312982,0,-0.785003,-0.37872,1.53332,-0.83638
59153553,-0.049714,2.5754,0.447433,-0.30764,0,-0.126247,-0.259526,1.633773,0,0,0.360543,,,
59153554,0.857101,-0.024436,-1.064741,-0.215175,-0.024579,0.30875,-0.675493,-0.114946,0,0,0,,,
59153555,-0.392722,2.168018,1.542456,1.063915,-0.025475,0.834229,-0.002291,1.044919,-0.499003,0,-1.008191,0.53449,1.38195,-0.39525
59153556,-0.254499,2.162926,0.438743,0.478307,-0.025077,1.358437,0.682709,0.509597,0.324851,0,-0.611172,0.79997,0.67177,0.44617
59153557,-0.062679,0.043975,0.204095,0.216325,-0.025375,0.617445,-0.219305,0.434652,0,0,0,,,
59153558,-0.293735,0.826205,1.090542,1.433773,-0.025475,1.057788,-0.30789,0.829484,-0.58216,0,-1.446221,0.60781,0.73607,-0.98029
59153560,0.872943,-1.348677,-1.264626,-0.09189,-0.023335,-0.13891,-0.565038,-0.931655,0,0,0,,,
59153561,-1.483512,-1.191029,-0.160913,-1.216873,-0.023982,-0.187755,-0.639987,-0.49928,0,0,-1.077887,,,
59153562,-1.483498,0.221163,-0.830093,-0.95489,-0.022937,-0.453471,-0.320114,-0.342052,1.932631,0,0,,,
59153563,-0.067551,0.174982,1.455549,1.896094,-0.025126,1.88815,-0.550115,0.61981,0,0,0,,,
59153565,1.18666,-0.597812,-0.838784,-1.216873,-0.024529,0.073777,-0.362343,-0.086558,0,0,0,,,
59153566,1.070433,0,-0.569373,-0.400104,-0.024131,0.203004,-0.583337,0.7438,0,0,0,,,
59153567,-1.483509,-1.196833,-1.05605,-0.847015,-0.026121,-0.846318,0,-0.739488,-0.855474,0,0,,,
59153568,-1.483506,-0.542922,-0.890928,-0.554211,-0.025922,-0.602936,0,-0.427217,0,0,0,,,
59153569,0,0,0,0,-0.025723,0,11.292669,4.256852,0,2.934338,0,,,
59153570,-1.483518,-0.652241,0.395289,-0.816194,-0.022887,0.310462,-0.679147,-0.342052,0.284066,0,-1.175898,-0.31817,-0.37576,-0.13746
59153571,0.842084,0,0,-0.338461,-0.02433,0.476535,0,0.509597,0,0,0,,,
59153572,0.870293,-1.291522,-0.847474,-0.816194,-0.024479,0.617445,-0.731186,0.392495,-0.287838,0,-1.026496,-0.53907,-0.79333,-0.92125
59153573,0.836044,0,-1.108194,-0.800783,-0.024778,0.941538,0,1.134139,0.238539,0,0,,,
59153574,0,0,0,0,0,0,0,0,3.807874,0,0,,,
59153575,0.532158,-0.931786,0.221476,0.015986,-0.022887,-0.126247,-0.533015,-0.561048,0.467598,0,-0.468046,-0.08757,-0.91125,-0.23544
59153576,0.919103,-0.694892,-0.899618,-0.600444,-0.023484,0.089033,-0.506987,-0.427217,0,0,-0.864443,,,
59153577,0,0,0,0,0,0,0,0,0,0,0,,,
59153578,0.783786,1.475469,0.516959,-1.448034,-0.023584,-1.294904,0,0.509597,0,0,1.249856,,,
59153579,-0.242332,2.396382,1.577219,0.52454,-0.023435,0.642607,0.32246,2.546148,0,0,0.421307,,,
59153580,1.039204,0.676375,0.238858,-1.417212,-0.023833,-1.294904,0,3.132675,-0.760025,0,-0.263648,,,
59153581,-0.300146,2.144055,3.028558,0.986861,-0.023584,9.776589,11.292669,4.256852,0.87592,2.934338,1.424257,8.71932,-0.08784,2.95986
59153582,-0.402752,1.494565,2.898198,-0.600444,-0.024728,0,0,2.383224,0.681718,0,0.036979,,,
59153583,-0.198964,1.65714,2.611407,-0.153532,-0.023882,9.776589,11.292669,4.256852,0,2.934338,1.728208,,,
59153584,0.380514,1.181536,0.812441,-0.585033,-0.022439,-0.283566,-0.477204,3.132675,0,0,-1.182765,,,
59153585,-1.058166,2.697614,6.50482,10.47987,0,0,0.755432,2.570587,0,0,0.261586,,,
59153586,0.560309,1.303464,0.838513,-0.631265,-0.021743,-0.791654,-0.566032,1.446411,-0.565218,0,-0.379958,-0.91786,1.05126,-0.33282
59153587,0.025909,2.562535,0.560412,-0.831605,-0.023683,-1.018117,-0.608315,1.28109,-1.096607,0,-0.42311,-1.25954,1.52566,-0.36876
59153588,0.202057,1.855075,-0.004481,-0.93948,-0.023186,-0.395345,-0.71753,1.899707,-0.220183,0,1.247134,-1.16363,1.12254,0.90991
59153589,0.076428,1.339676,0.317074,-0.708319,-0.024529,-1.164651,0,2.311162,0.719104,0,0.049359,,,
59153590,-0.088551,2.007694,0.238858,-0.184354,-0.024679,-1.073474,0,2.650885,0,0,0.609174,,,
59153591,0.387666,2.34985,0.282311,-0.09189,-0.022041,-0.758629,-0.709611,2.289543,-1.005132,0,-0.02182,-1.13689,1.7255,-0.2673
59153592,-1.483489,-1.250854,-1.116885,-1.186051,-0.026121,-0.74881,-0.688774,-1.068195,-0.619475,0.086632,-1.212756,-1.06973,-1.2289,-0.87805
59153593,-1.483501,-1.263041,-1.229863,-0.615854,-0.025922,-1.055861,0,-0.853042,0,-0.580664,0,,,
59153594,0,0,0,0,0,0,0,0,0,0,0,,,
59153595,-1.483506,-1.223434,-0.977834,-1.124408,-0.026121,-1.090322,-0.639987,-0.853042,0,0,0,,,
59153596,1.292258,-1.223434,-0.986525,-0.692908,-0.023982,-0.624787,-0.607018,-0.239854,0,0,0,,,
59153597,-1.483515,-0.602177,-0.691043,-0.924069,-0.022639,-0.879723,-0.129269,-0.561048,0,0,0,,,
59153598,-1.483509,-1.410151,-0.056625,-1.031944,-0.022838,-1.086179,-0.389574,-0.976384,0,0,0,,,
59153599,-1.483504,-1.257468,-0.25651,-1.309337,-0.023186,-0.768554,-0.375556,-1.108536,0,0,0,,,
59153600,-1.483518,0,0.108498,-0.09189,-0.022688,-1.018117,-0.654762,-0.989305,0,0,0,,,
59153601,-1.483518,0,-0.482467,-0.800783,-0.023335,-0.507125,0,-0.661421,0,0,0,,,
59153602,1.050687,0,-0.934381,-0.446336,-0.023335,-0.079447,-0.7077,-0.066904,0.416789,0,2.975456,,,
59153603,1.291688,-0.741166,-0.821402,0.185504,-0.023683,-0.624787,-0.680511,-0.283092,0,0.616186,0.339098,,,
59153604,0,0,0,0,0,0,0,0,0,0,0,,,
59153606,-1.483512,-0.510516,-0.65628,-0.492568,-0.02239,-1.236633,-0.500454,-0.801943,0,-0.492495,-0.097785,,,
59153607,-1.483521,0.036054,-0.621517,-0.076479,-0.02224,-0.624787,0.64558,-0.386486,0.41174,-0.570378,0.924426,-0.05906,-0.91756,1.00213
59153608,0.738481,-0.087739,0.543031,0.031396,-0.022439,-0.758629,-0.311006,-0.49928,0.238539,-0.485415,-0.716237,-0.22676,-0.47396,-0.40945
59153609,-1.483518,0,-0.917,0.046807,-0.022937,-1.343041,-0.722372,-0.320153,0,-0.607549,0,,,
59153610,0.961217,0,-0.578064,0.817343,-0.023783,-1.04675,0,-0.239854,0,0,0,,,
59153611,-1.483512,0,-1.299388,-0.970301,-0.023683,-0.656164,0,-0.159556,0,0,0,,,
59153612,-1.483512,0,-0.864856,-0.507979,-0.023236,-0.905906,0,-1.033391,0,0,0,,,
59153613,-1.483518,0,-0.934381,-0.122711,-0.023335,-0.859111,-0.625714,-0.739488,0,0,-0.986411,,,
59153614,0.96968,0,-0.951762,0.247146,-0.023833,-0.918473,0,-0.1421,0,0,0,,,
59153615,0.576864,-1.004075,-0.847474,-0.400104,-0.025027,1.165428,0,1.446411,0,0,0,,,
59153616,0.448471,-0.492391,0.569103,0.416664,-0.022639,-0.767077,-0.376609,-0.531307,0,0,-0.938347,,,
59153617,-1.483509,-0.791931,0.412671,-0.153532,-0.025972,-0.822738,-0.165277,-1.082987,0,0,0.09647,,,
59153618,0.801994,0.07278,-0.543301,-0.215175,-0.02239,-0.395345,-0.482693,0.134871,0,-0.566838,0.687817,,,
59153619,1.070263,0,0.456124,-0.430926,-0.023385,-0.093752,0.856311,0,0,0,0,,,
59153620,0.620232,-0.926385,0.247548,0.432075,-0.023783,0.089033,0.530241,-1.108536,0,0,0,,,
59153621,0.696823,0,-0.160913,-0.692908,-0.023584,-0.263242,0.593321,0,0,0,0,,,
59153622,1.313172,-0.968821,-0.673661,-0.353872,-0.02224,-0.012942,0.61564,-0.661421,0,0,-0.943364,,,
59153623,-1.483521,-0.602177,-1.073431,0.154682,-0.022838,-0.5199,0.512935,-1.033391,0,0,-0.960275,,,
59153624,0.342418,0.489869,0.560412,0.401254,-0.023236,0.089033,0.711676,-0.114946,0,0,0,,,
59153625,0.685796,-0.748156,0.708153,0.74029,-0.023634,0.203004,0.648274,-0.49928,-0.107468,0,-0.960275,0.78429,-0.92502,-0.85006
59153626,0.979852,-0.831329,-0.708424,0.678647,-0.023385,-0.226376,0.478359,-1.09637,0,0,-0.906369,,,
59153627,0.517626,-0.581808,-1.290698,1.202612,-0.023783,0.173272,0.352061,-0.239854,1.862833,0,0,,,
59153628,0.514577,0,0.464815,-0.014836,-0.023783,-0.032062,0.231222,-0.520898,0,0,0,,,
59153629,-1.483518,-0.866975,-0.951762,0.077628,-0.023186,-0.040135,0.050911,-0.853042,0,0,-0.798996,,,
59153630,0.031579,0.154232,1.186139,1.957737,-0.023236,-0.126247,-0.1556,0.28917,0,0,0,,,
59153631,0.524065,-0.629336,0.395289,-0.430926,-0.024529,-0.040135,0.030407,-0.931655,0.394878,0,0,,,
59153632,0.442887,1.204793,0.282311,-0.1073,-0.023733,0.565958,-0.164641,-0.159556,-0.485951,0,-1.400203,0.00365,0.23304,-0.80241
59153633,0.456108,0.497753,0.569103,2.558756,-0.023733,0.387111,-0.081094,0.322234,0,0,0.189712,,,
59153634,1.299068,-0.536599,0.212786,-0.276818,-0.023186,-0.5199,-0.19066,-0.427217,0,0,2.298022,,,
59153635,1.05556,-1.086335,0.569103,0.015986,-0.022838,-0.263242,-0.148979,-0.853042,0,0,2.191541,,,
59153636,-1.483512,0,-1.351532,-0.415515,-0.02234,-0.758629,-0.230621,-0.427217,0,0,1.195951,,,
59153637,0.83516,-0.104891,0.80375,-0.245997,-0.022589,-0.602936,0.078038,-0.114946,0,0,-0.667822,,,
59153638,0.896735,-0.751988,-0.751877,0.077628,-0.022589,0.387111,0.254281,-0.239854,0.094614,0,-0.236896,0.19035,-1.16124,-0.31001
59153639,0.833821,-0.69923,0.334455,0.139271,-0.022788,-0.032062,0.295458,-0.239854,0,0,-0.385282,,,
59153640,0.553585,0.253324,-0.421632,-0.122711,-0.022738,0.387111,0.324514,0,0.773484,0,0,,,
59153641,0.28996,-0.581808,0.560412,2.034791,-0.022589,0.73487,0.643872,-0.342052,0,0,-0.494332,,,
59153642,0.239726,0.819684,-0.404251,0.632415,-0.022639,-0.087105,0.534743,-0.37211,0,0,-0.43086,,,
59153643,0.335921,-0.589312,0.212786,-0.230586,-0.024728,1.010144,0.29854,1.680614,-0.959871,0,0,,,
59153644,0.330992,-0.911533,0.117188,-0.93948,-0.024828,-0.464542,0.255141,0.04119,-1.245365,0,0,,,
59153645,0.37661,-0.1261,0.638628,-0.430926,-0.02428,0.244033,0.170641,0.449157,-1.136205,0,-1.042014,-0.05921,-0.10143,-1.21666
59153646,-0.451818,1.164168,1.881391,3.560453,-0.025077,0.089033,0.114747,1.31258,-0.122243,0,0,,,
59153647,0.151965,2.162926,0.881966,1.156379,-0.023236,0.57341,0.10528,-0.661421,0,0,0.294256,,,
59153648,0.45246,-1.36331,0.890657,-0.122711,-0.024728,-0.556805,0.391734,1.155675,0,0,0,,,
59153649,0.642315,-1.143413,-0.821402,-0.73914,-0.024728,0.401534,0.475614,0.365472,0,0,0,,,
59153650,-1.483521,0,-0.456395,-1.001123,-0.024231,-0.29847,0.265574,0,0,0,0,,,
59153651,0.071755,2.046689,0.916729,0.185504,-0.023683,0.73487,-0.411101,0.241936,-0.481979,0,0.870954,0.04095,0.67022,0.45284
59153652,0.606298,-0.996597,1.751032,0.817343,-0.02239,-0.318865,-0.20024,-0.427217,0,0,0.294256,,,
59153653,0.300446,-1.009559,0.569103,-0.276818,-0.024579,-0.187755,0.346665,0.108105,-0.53794,0,-1.312895,0.06712,-0.63871,-1.14526
59153654,0.660522,-1.214294,0.586484,-0.446336,-0.024579,-0.602936,0.338844,-0.404368,0.21656,0,0,,,
59153655,0.528738,-0.817808,0.056354,-0.384693,-0.024629,-0.469233,-0.212543,0.442681,-1.356757,0,0,,,
59153656,0.86146,-0.655027,-0.943072,-0.646676,-0.023236,0.026532,0.333642,-0.895624,0,0,-0.583421,,,
59153657,0.746174,-0.651755,-0.960453,-0.245997,-0.024728,-0.403944,-0.653112,0.797847,-0.679331,0,0,,,
59153658,0.153846,0.840276,0.247548,-0.32305,-0.024579,1.125376,-0.641699,1.446411,0.884418,0,-0.327782,-0.10916,0.70654,0.69515
59153659,-0.113825,0.510253,0.551721,1.233433,-0.025276,1.947462,-0.531698,1.134139,0.9737,0,-0.620506,0.82012,0.5015,0.42211
59153660,0.611712,-0.968821,-0.725805,0.493718,-0.024728,-0.822738,-0.513834,0.624897,-0.752348,0,0,,,
59153661,0.472834,-0.781425,-1.064741,-0.400104,-0.025325,-0.656164,-0.527662,1.446411,0.701702,0,0,,,
59153662,-0.08194,0.703716,1.664125,-0.631265,-0.025027,0.05727,-0.24677,0.241936,-0.963852,0,0,,,
59153663,1.342976,-0.781425,0.855894,-0.585033,-0.026121,-0.730684,0,0.241936,2.770837,0,-0.447443,,,
59153664,-1.483515,0,0,-1.031944,-0.023186,-0.556805,0,0.884322,0,0,-0.391816,,,
59153665,-1.483518,-0.173589,-1.142957,-0.970301,-0.021892,-1.018117,-0.656144,-0.283092,0,-0.599184,-1.190666,,,
59153666,0.893088,0.358352,-0.491157,-0.199765,-0.021992,-0.918473,0,-0.20109,1.96644,-0.591394,-0.017925,,,
59153667,-1.483509,-0.921815,-0.299963,-0.816194,-0.026121,-0.685972,0,-0.661421,0.724542,0,0,,,
59153668,-0.505329,2.697614,1.394715,-0.847015,0,-0.480824,-0.629788,2.383224,0,0,1.917511,,,
59153669,-0.769495,2.296598,4.688473,0.170093,-0.024181,2.026544,-0.616885,2.851631,0,0,0.508654,,,
59153670,0.06617,1.880562,1.551147,-1.170641,-0.023833,-0.852044,-0.468879,0.7438,0.195081,0,0.612881,-0.80135,1.03424,0.86347
59153671,0.304863,1.581743,-0.412942,-1.108998,-0.024529,-0.954243,0,2.383224,0,0,-0.441531,,,
59153672,-0.036664,2.323333,0.351836,-0.369283,-0.02438,-0.741329,-0.685631,1.446411,-0.285889,0,-0.134177,-1.01089,1.40825,0.22454
59153673,-0.011048,2.019473,1.012326,-1.093587,-0.024131,-1.320067,-0.597381,0.884322,-1.17225,0,0.887158,-1.28831,1.05839,0.10295
59153674,0.119454,2.355414,0.317074,-0.430926,0,-1.364101,-0.572743,2.650885,0,0,0.275961,,,
59153675,-0.354569,2.168438,2.515809,-0.877837,-0.024529,-0.685972,-0.615712,2.383224,-0.260853,0,0.61347,-0.81637,2.12713,0.71814
59153676,0.115579,1.549024,-0.247819,-1.047355,-0.024131,-0.987363,-0.70411,2.723884,-1.289389,0,-1.022832,-1.63835,1.62526,-0.87354
59153677,-0.285728,2.627491,2.437593,-1.170641,0,-1.018117,-0.403237,2.008499,0,0,0.031824,,,
59153678,-0.317071,1.993721,1.881391,0.432075,-0.024927,-0.685972,-0.477576,3.132675,0.06104,0,-0.006805,-0.51867,2.25644,0.47132
59153679,-0.514305,1.961699,2.846054,0.586182,-0.024778,1.850407,0,2.212895,0,0,1.964692,,,
59153680,-0.357532,1.850184,3.19368,0.878986,-0.02443,-1.294904,-0.544679,2.90784,-1.021048,0,0.648079,-0.47283,2.34136,-0.07478
59153681,0.004966,2.158965,1.829248,-0.847015,-0.023833,-1.294904,-0.661388,1.044919,-1.26757,0,-0.417226,-1.11157,1.55606,-0.58994
59153682,-0.19828,1.924023,0.93411,-0.292229,-0.024679,0.173272,-0.623595,1.134139,-0.798901,0,-0.63495,-0.52621,1.29271,-0.37193
59153683,0.510702,0.788644,0.282311,-1.15523,-0.024081,-0.29847,-0.550115,0.509597,-0.645828,0,-0.27747,-0.86549,0.29948,-0.36034
59153684,0.139114,2.162926,1.116614,-1.201462,-0.024479,-0.187755,-0.635523,2.383224,0,0,-0.567731,,,
59153685,0.869638,-0.829453,0.334455,0.570772,-0.022987,-1.098474,-0.660117,0.365472,-0.711942,0,0,,,
59153686,0.908133,1.031638,0.169332,-0.338461,-0.023435,0.76123,-0.711871,1.28109,1.211384,0,0,,,
59153687,-1.483515,-0.686086,-0.821402,-1.016533,-0.023285,-1.098474,-0.576396,0.95045,1.147744,0,0,,,
59153688,0.336519,0.96349,-0.421632,0.247146,-0.02428,0.96972,-0.692433,1.872235,-0.377309,0,0,,,
59153689,1.23299,0.881139,-1.029978,-0.692908,-0.023186,0.089033,-0.710074,0.442681,-1.298162,-0.402877,0,,,
59153690,-1.483512,0.558861,-1.308079,-1.201462,-0.023584,-0.556805,0,0.410985,0.610344,0,0,,,
59153691,-1.483518,1.9537,1.099233,-0.292229,-0.02443,-0.556805,-0.547816,2.383224,0.6756,-0.431133,0,,,
59153692,1.082714,0.42611,0.14326,-0.615854,-0.023484,0.304312,-0.515244,1.123901,2.268555,0,0,,,
59153693,-1.483506,0,-0.021862,-0.723729,-0.026072,-0.453471,0.46475,-0.853042,0,0,0,,,
59153694,-1.483518,0,1.924845,-0.646676,-0.026171,-0.395345,0.036161,-1.012726,0,0,0,,,
59153695,0.26802,0.195006,1.151376,-1.062765,-0.023982,-0.464542,-0.338754,-0.661421,0,0,0,,,
59153696,1.233646,0.321221,-1.203791,-0.569622,-0.024181,0.163552,-0.579926,-0.159556,-0.803529,0,0,,,
59153697,1.131638,0.447962,-0.186984,-0.461747,-0.024679,1.273067,-0.619183,0.392495,-1.064552,0,0,,,
59153698,1.259661,1.132673,0.212786,-0.908658,-0.023435,1.057788,-0.688774,-0.561048,-0.336659,0,0,,,
59153699,-1.483512,0,-1.064741,-1.062765,-0.024131,-0.29847,-0.545471,-0.801943,0,0,0,,,
59153700,1.223872,0,-0.213056,0.432075,-0.021743,-1.364101,-0.337318,-1.012726,0,0,0,,,
59153701,0.122987,-0.312483,1.72496,-0.662086,-0.024529,0.066238,1.126889,-0.180687,0,0,0,,,
59153702,0.35977,-0.95771,0.629937,-0.215175,-0.023634,-0.079447,0.655052,-0.895624,0,0,0,,,
59153703,0.005422,-0.549708,1.638053,-0.415515,-0.023833,-0.004503,1.186146,-0.761793,0,0,0,,,
59153704,0.793417,-0.772816,0.612556,-0.076479,-0.02229,0.387111,1.206137,-1.108536,-0.639364,0,-1.250484,0.85077,-1.29717,-1.23098
59153705,0.413908,-1.424347,1.968298,-0.554211,-0.023484,0.125589,1.529587,0,0,0,0,,,
59153706,0.441861,0,0.699462,-0.52339,-0.02239,-0.079447,0.940702,-0.931655,0,0,0,,,
59153707,0.382736,0,-0.108769,-0.045657,-0.022788,0.185908,0.953115,-0.342052,0,0,0,,,
59153708,0.795184,-1.089032,1.394715,-0.631265,-0.023833,-0.075163,0.885639,-0.895624,0,0,0,,,
59153709,0.259159,-0.76513,0.881966,-0.184354,-0.023733,0.121872,1.383094,-0.931655,0,0,0,,,
59153710,0.776663,-0.439224,0.508268,0.586182,-0.023634,-0.685972,-0.324538,0,0,0,0,,,
59153711,0.339597,-0.581808,1.777104,0.95604,-0.023136,-0.29847,0.59261,0,0,0,0,,,
59153712,1.203186,0,-0.717114,-0.32305,-0.023385,-0.395345,0.165274,-0.661421,0,0,0,,,
59153713,0.799857,-0.391697,0.638628,-0.415515,-0.023435,0.203004,-0.185751,-0.661421,0,0,0,,,
59153714,0.870977,-0.553291,0.699462,-0.32305,-0.023037,-0.233886,0.020527,-0.739488,0,0,0,,,
59153715,0.542187,-0.848214,-0.117459,-0.261408,-0.024828,0.401534,-0.525456,-0.61458,0.129513,0,-1.208568,-0.08055,-0.87527,-0.72443
59153716,0.362534,-0.983032,-0.38687,0.3242,-0.025475,0.476535,-0.598821,0.509597,0,0,0,,,
59153717,0.038132,0.234807,-0.239128,-0.461747,-0.025624,0.886831,-0.429411,1.446411,-0.427815,0,0,,,
59153718,0.480498,-0.542922,-0.2652,0.801933,-0.024479,-0.395345,0.486669,-0.962539,0,0,0,,,
59153719,0.690611,-0.629336,-0.673661,2.682042,-0.024579,0.26517,1.122316,0,0,0,0,,,
59153720,0.220607,0.8879,0.256239,2.65122,-0.023882,-0.126247,0.31331,-0.895624,0,0,0,,,
59153721,-1.483512,-0.629336,-1.108194,0.123861,-0.022688,-0.584884,-0.490057,-0.427217,0,0,0,,,
59153722,0.293095,0.202402,-1.029978,0.308789,-0.022091,0.919395,-0.621419,-0.61458,0,-0.524723,-0.067837,,,
59153723,0.957342,0.627853,0.091116,-0.554211,-0.022639,-0.104719,-0.44442,-0.801943,0,-0.504957,1.386069,,,
59153724,1.090721,-0.200052,0.360527,0.231736,-0.023285,-0.332166,-0.640848,-0.739488,0,0,0.736883,,,
59153725,0.744807,0,-0.013171,1.079326,-0.022639,0.089033,-0.337318,-0.427217,0,0,0.214712,,,
59153726,1.081461,-0.56801,-1.18641,-0.353872,-0.023733,-0.307807,-0.495101,-0.702751,0,-0.609738,-0.831984,,,
59153727,1.294594,-0.772067,-0.604136,-0.924069,-0.024081,-0.010523,-0.584006,-0.837073,0,0,0,,,
59153728,0.788488,-0.996597,-0.25651,-1.016533,-0.024828,-0.265723,-0.63774,-0.597547,0,0,0,,,
59153729,-1.483521,-0.983032,-0.751877,-0.769962,-0.024231,-0.670262,-0.647902,-0.661421,0,0,0,,,
59153730,0.699131,0.016641,-0.664971,-0.492568,-0.02428,-0.006884,-0.678684,-0.239854,0,0,-1.110097,,,
59153731,0,0,0,0,-0.02443,0,0,0.04119,0,0.068259,0,,,
59153732,0,0,0,0,0,0,0,0,0,0,0,,,
59153733,-1.483518,-0.846606,-0.830093,-0.52339,-0.023285,-0.263242,-0.31611,-0.895624,0,0,0,,,
59153734,-1.483512,0,-1.142957,-0.538801,-0.023236,-0.430788,-0.235658,-0.739488,0,0,0,,,
59153735,-1.483521,-0.250724,-0.621517,0.231736,-0.023435,-0.600911,0.636233,-1.273371,0,0,0,,,
59153736,1.098671,-0.442834,-0.804021,0.401254,-0.023982,-0.281054,0.688215,-1.119645,0,0,-0.898409,,,
59153737,0.317286,-0.347391,-0.169603,1.649523,-0.02443,-0.708766,0.10528,0.04119,0,0,0,,,
59153738,1.008346,0.451923,-0.673661,-0.400104,-0.023435,-0.277524,0.320754,0,0,0,0,,,
59153739,-1.483518,0.147562,-0.969143,0.154682,-0.023584,-0.420839,0.626273,0,0,0,0,,,
59153740,-1.483515,-1.312549,-1.038669,-1.031944,-0.023733,-0.737259,-0.582071,-0.801943,0,0,0,,,
59153741,-1.483512,0,-1.203791,-0.708319,-0.023236,-0.556805,-0.524499,-1.05176,0,0,0,,,
