ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3
59150403,-0.267086,-0.214589,0.211559,0.240139,0.584819,-0.181554,-0.126373,0.658349,1.973744,-0.46082,1.206083,1.29081,1.08513,0.19746,0.85126
59150404,-0.665894,3.293694,0.238009,1.102612,0.932546,0.078332,0.678131,0.022485,4.200012,-0.99695,0.868054,1.359288,3.33442,-0.70367,1.47989
59150405,-0.186972,0.32827,0.070779,0.097643,0.291997,0.082927,0.737012,0.072162,2.865873,-0.99695,-0.017364,0.343163,1.724,-1.03208,0.5336
59150406,0.050405,-0.471105,0.043117,-0.142349,0.07238,-0.107996,0.50291,0.901473,3.890409,0.024251,1.029952,1.232867,1.61303,-0.2062,1.08152
59150407,-0.539544,-0.566553,0.272455,1.17011,0.85934,0.065794,-0.615912,-0.692861,1.905919,-0.58847,0.791015,0.712729,1.13981,-0.1657,0.60767
59150408,-0.558772,0.16742,-0.176368,-0.172348,1.682904,0.299233,0.199003,-0.543588,3.440239,-0.52039,0.791015,0.607623,1.97827,-0.94762,0.69504
59150409,-0.265853,1.135802,-0.187144,0.682625,1.939124,-0.267224,-0.152237,1.169804,2.0651,-0.425077,1.288713,0.704943,1.81268,-0.06226,0.50701
59150410,-0.15559,0.116671,0.257498,0.262638,-0.18384,-0.1145,1.607505,-0.93131,1.954475,-0.99695,0.208008,0.339326,1.3748,-0.80129,0.49058
59150411,-0.211749,1.850609,-0.28476,-0.907325,1.024053,0.041899,0.560762,-0.356587,3.855839,-0.384229,-1.024909,0.674508,2.25511,-1.60533,0.61657
59150412,-0.917098,-0.173663,0.114577,2.542567,3.330031,-0.006779,0.617373,1.77111,2.345709,-0.99695,1.057351,0.688204,2.88324,-0.13009,0.37966
59150413,-0.773456,0.234726,0.333569,1.79259,3.513045,-0.095692,-0.105834,0.603533,3.471499,-0.384229,-0.017364,0.634747,2.97552,-0.66784,0.32659
59150414,-0.838775,1.718732,-0.171264,1.327605,1.426684,-0.002394,-0.386427,-1.567173,3.486369,-0.99695,-0.18075,0.252536,2.52694,-1.43208,0.47443
59150415,-0.493748,-0.555888,0.439256,0.757623,0.932546,0.378711,-0.008286,-0.462779,2.023111,-0.353593,0.672585,1.192559,1.29148,-0.02688,0.98012
59150416,-0.376556,-1.270481,-0.142293,-0.232346,0.804436,0.27412,-0.941087,-0.93131,0.466135,-0.545472,-1.024909,0.496836,0.02507,-0.74441,0.051
59150417,0.108795,-0.110731,0.202174,-0.389841,-0.330251,-0.104746,-0.343222,-0.01284,0.368566,-0.99695,2.879328,1.217914,-0.01019,0.71286,1.09593
59150418,-0.484765,0.413917,0.074644,-0.172348,0.20049,-0.075677,-0.39496,-0.443058,0.433385,0.562703,-1.024909,0.227387,0.13778,-0.13189,-0.13468
59150419,0.253669,0.762413,0.386127,-0.209847,-0.238744,0.158885,0.995181,0.375743,1.762768,-0.99695,0.016221,0.688204,1.2575,-0.57255,0.82009
59150420,-0.719881,1.087676,-0.060616,0.757623,1.298574,0.191677,0.253247,1.055764,2.212945,-0.99695,1.493953,1.072123,1.99669,-0.09017,0.92869
59150421,-0.386743,-0.71562,0.308541,-0.449839,1.884219,0.100938,-0.745235,0.681058,3.428837,-0.679243,0.462419,0.322336,1.63749,-0.83902,0.30867
59150422,0.13275,-0.129437,0.340868,-0.629834,-0.257045,-0.175692,-0.271309,-0.168274,-0.194806,-0.384229,-0.157301,1.29081,-0.23437,0.1987,0.59463
59150423,-0.310269,-0.129437,-0.119517,0.810121,0.804436,0.299469,2.536293,-0.401424,3.692254,-0.192754,2.744699,1.057041,2.45309,-0.0633,1.43161
59150424,-0.516117,-0.076477,1.019741,0.51013,0.529915,0.057138,0.073149,1.930076,0.754553,0.322756,0.710307,0.967985,0.72772,1.10004,0.52921
59150425,-0.687236,0.825659,0.323461,1.552598,1.737808,0.251194,-0.581611,-1.567173,-0.196756,0.228492,1.377698,0.421666,0.71403,0.63062,0.44892
59150426,-0.345556,0.579054,0.284296,-0.449839,0.20049,0.354061,-0.642154,-0.308164,1.082128,-0.00717,-1.024909,0.019687,0.44114,-0.54799,0.08142
59150427,0.047146,-1.270481,-0.472556,-0.937324,1.133862,0.310974,-0.159474,-0.967645,2.899607,-0.99695,1.507569,1.29081,1.07152,-0.87776,1.14498
59150428,-0.640413,-1.270481,1.110258,1.065113,0.950848,0.127967,-0.941087,-0.654847,1.190366,1.576478,0.363264,-0.265923,0.23285,0.8492,-0.13769
59150429,-0.272605,1.545229,-0.094307,0.120143,0.676326,0.302498,-0.577002,0.976281,0.834165,-0.545472,2.488904,1.001096,0.86191,0.65259,1.06738
59150430,-0.23679,2.772074,-0.883765,0.157641,0.090681,0.029075,-0.400161,-0.692861,1.191955,-0.545472,-1.024909,1.157882,1.17721,-0.91976,0.75827
59150431,-0.282616,-0.071418,-0.632183,-0.224847,0.493312,0.08535,-0.459755,-0.109986,0.971274,-0.46082,-1.024909,0.160923,0.46535,-0.95374,-0.08052
59150432,-0.8066,0.626887,0.79345,1.267607,1.261972,-0.087456,-0.184911,1.930076,1.103516,-0.52039,0.738295,0.322336,1.4398,0.50133,0.15171
59150433,-0.744746,2.098315,-0.021197,0.322636,1.024053,-0.043584,0.027047,-0.356587,4.209886,-0.99695,1.577916,0.433654,2.63483,-0.90942,0.84924
59150434,-0.353424,-0.061169,0.250352,0.232639,0.895943,0.084009,-0.598935,-0.255705,2.892454,-0.425077,-1.024909,-0.215706,1.42828,-1.18474,-0.0238
59150435,-0.057686,0.226762,-0.600026,-0.11985,0.584819,-0.461919,0.091589,0.727897,-0.519633,-0.99695,-0.18075,0.130386,0.16962,-0.45373,-0.3187
59150436,-0.518025,0.626887,0.086868,1.252607,1.170464,-0.484995,0.759428,0.618607,2.09524,-0.99695,-0.387483,-0.231079,1.98432,-0.89198,-0.24267
59150437,-0.892497,1.761435,0.579069,1.897587,1.170464,-0.17771,0.444211,0.072162,2.60878,-0.99695,0.61898,0.101455,2.52706,-0.4459,0.3651
59150438,-0.775805,0.601072,0.79345,1.402602,2.41496,-0.133744,0.369618,-0.255705,2.673536,-0.99695,0.146362,0.612878,2.55368,-0.6316,0.42833
59150439,-0.168419,-0.412969,-0.060616,-0.824828,0.822738,0.135624,-0.097564,-0.068352,4.475023,0.17279,1.493953,0.926331,1.6559,-0.51547,1.02853
59150440,-0.042949,-0.657972,-0.27335,-0.052352,0.895943,0.208084,-0.204827,0.268883,2.281876,-0.99695,-0.281245,1.075594,1.23404,-0.92552,0.72569
59150441,-0.149513,-0.129437,-0.582643,-0.337343,0.914245,0.58239,-0.334279,0.072162,2.616583,-0.482265,0.24133,-0.113914,1.18883,-1.09811,0.34686
59150442,-0.461602,2.098315,-0.051001,1.14761,1.390081,0.443041,0.468004,0.79347,3.793612,-0.545472,-1.024909,-0.065054,2.95053,-1.36939,0.43928
59150443,-0.666951,2.472626,0.408144,2.062582,1.444986,0.277588,0.697294,1.294212,2.424631,-0.337097,-0.18075,-0.341249,2.73153,-0.41455,0.22806
59150444,-0.249149,-1.270481,-0.349043,0.682625,0.548217,0.303967,0.833826,-0.692861,0.972354,-0.43751,-1.024909,0.133365,0.75615,-0.9044,0.04392
59150445,-0.371126,-0.029345,-0.224859,-0.11235,0.401805,0.502794,0.936506,0.976281,0.793372,-0.251029,-1.024909,0.160923,0.82147,-0.5738,0.07789
59150446,-0.681864,1.471562,-0.661277,1.140111,1.261972,0.224304,1.330801,0.531176,0.806743,-0.99695,-1.024909,0.322336,1.87119,-0.9818,0.11954
59150447,-0.799437,-0.029345,1.811759,0.930117,1.060656,0.426149,1.224908,1.430469,1.263071,0.075311,-1.024909,-0.517009,1.55979,0.14292,-0.2413
59150448,-0.70121,0.50926,0.403459,1.230108,0.291997,-0.187798,-0.400161,0.713641,0.575617,0.681372,-0.006412,0.665766,0.61432,0.768,0.20191
59150449,-0.017967,0.413917,-0.224859,0.180141,-0.513265,0.39297,-0.455641,0.022485,0.571666,0.075311,-0.18075,1.918526,0.24805,0.29835,1.27709
59150450,-0.136684,-0.428282,-0.352148,-0.187348,-0.128936,0.29309,-0.506415,-0.760116,0.674671,0.432732,-0.04885,0.443395,-0.10372,-0.10745,0.34827
59150451,-0.197452,0.089995,-0.540886,1.357604,0.127284,0.589986,-0.668024,-0.790007,1.989046,0.228492,2.744699,-0.657271,0.77405,0.14602,0.54799
59150452,0.467267,0.750797,-0.524362,1.297606,0.438408,0.593849,1.087385,-0.613378,1.03787,-0.99695,-1.024909,0.537552,1.48812,-1.14068,0.81249
59150453,-0.735909,-0.007182,-0.338004,1.575097,0.676326,0.865975,0.968063,-0.109986,0.140554,0.075311,0.759885,0.160923,0.89705,0.24378,0.46074
59150454,-0.341329,0.158705,-0.883765,0.592628,0.767833,0.456371,0.252132,-0.368116,1.907994,-0.99695,-0.132512,0.709725,1.42794,-1.10464,0.6682
59150455,-0.447863,-0.071418,0.696468,0.037645,0.676326,0.121772,0.321073,-0.14937,0.746822,-0.43751,-0.281245,-0.000489,0.7171,-0.26723,-0.00069
59150456,0.08117,-1.270481,-0.09757,-0.787329,0.529915,0.690539,-0.289743,-0.890286,1.735531,-0.99695,-0.04885,-0.404021,0.46754,-1.28279,0.17791
59150457,-0.045885,-0.314471,-0.201177,-0.10485,-0.128936,0.46886,-0.433969,0.853999,1.500124,-0.52039,0.064645,1.448469,0.62526,-0.1473,1.06519
59150458,-0.034465,0.32827,0.02094,-0.194847,-0.293648,0.648515,-0.941087,0.375743,0.068143,-0.99695,-1.024909,-0.345578,0.03045,-0.75296,0.01429
59150459,-0.540219,-0.26701,0.333569,0.870119,1.207067,-0.105445,0.061217,-0.401424,0.330894,-0.99695,-1.024909,0.197371,0.89934,-0.6555,-0.17283
59150460,-0.367515,0.301624,0.157007,0.247639,0.639724,0.348688,0.970357,-0.48182,1.055649,-0.99695,-1.024909,1.573282,1.32529,-0.67668,0.93561
59150461,-0.751997,1.278878,0.308541,-0.412341,2.9274,0.044825,1.493079,-0.068352,1.500124,-0.99695,0.536786,-0.065054,2.1371,-0.86119,-0.04406
59150462,-0.654944,-1.270481,-0.102662,0.900118,0.767833,-0.140529,0.228267,0.713641,1.472932,-0.99695,-1.024909,0.115728,1.10138,-0.86945,-0.26968
59150463,-0.47493,-1.270481,0.36144,0.067644,0.603121,0.213964,1.034468,-0.843605,0.877086,-0.139141,0.353057,-0.558096,0.509,-0.34982,-0.23356
59150464,-0.330467,-1.270481,0.114577,0.390134,1.097259,0.251431,1.349123,-0.356587,0.754553,-0.337097,0.648335,0.967985,0.87459,0.00659,0.60327
59150465,0.315611,0.267448,0.863678,-0.014853,0.035777,0.061748,1.837037,0.764326,0.771572,-0.99695,1.129153,-0.065054,1.02021,0.0013,0.42585
59150466,-0.147546,0.267448,-0.187144,-0.614834,0.566518,0.105049,1.001975,1.152909,0.721591,-0.99695,0.176395,-0.09982,0.83014,-0.61514,-0.02414
59150467,-0.422147,-0.555888,-0.385645,1.132611,0.712929,0.323834,1.040211,-0.109986,2.951385,-0.99695,-1.024909,0.696133,2.07515,-1.36365,0.58295
59150468,-0.751263,1.349694,0.340868,0.562629,1.902521,0.337555,1.288555,0.976281,2.531598,-0.545472,-1.024909,0.286466,2.55657,-0.93113,0.25159
59150469,-0.65468,2.782602,0.150308,1.567597,1.152163,0.132021,0.77657,-0.295446,2.214174,-0.99695,0.61898,-0.255351,2.52294,-0.74039,0.39865
59150470,-0.754668,0.32827,-0.164958,1.177609,0.712929,0.171809,-0.00229,0.022485,2.397889,-0.217124,-1.024909,0.064076,1.6375,-0.87319,0.07393
59150471,-0.800758,-0.26701,1.367881,1.642595,2.780988,0.338615,0.478843,-0.551843,0.941567,-0.139141,-0.22404,-0.505421,1.70437,-0.11292,-0.24
59150472,-0.090008,-1.270481,-0.224859,-1.334812,0.98745,0.164359,0.507821,-0.295446,2.160486,-0.52039,-1.024909,0.901194,0.85446,-1.20922,0.36413
59150473,-0.37459,0.767433,0.545082,0.997615,0.877642,0.313476,1.204131,-1.000052,1.885335,-0.99695,-1.024909,0.499889,1.97471,-1.02864,0.57315
59150474,-0.576474,0.185172,0.346388,0.622627,1.152163,0.302614,0.174572,0.417752,-0.578354,-0.99695,-1.024909,0.023132,0.65212,-0.40189,-0.19602
59150475,-0.508103,-0.386172,0.416299,0.570128,0.475011,-0.499295,0.952153,-0.43293,0.267448,-0.231049,-0.157301,0.03538,0.57075,-0.06082,-0.29609
59150476,-0.631312,0.873298,0.372081,0.322636,0.676326,0.357897,1.609686,-0.43293,0.455876,-0.46082,-0.202964,1.489036,1.27684,-0.0004,0.92933
59150477,-0.486174,0.69465,0.79345,1.567597,1.664603,0.301179,0.204018,0.592892,1.276453,-0.545472,-1.024909,0.322336,1.82561,-0.35748,0.25716
59150478,-0.660199,-0.40774,0.923447,-0.074851,0.804436,0.369457,0.249822,-0.462779,0.963313,-0.99695,-0.374203,0.631709,0.90585,-0.41117,0.40399
59150479,-0.302754,0.476302,0.157007,0.487631,0.401805,0.296407,1.927459,-0.401424,0.332817,0.322756,-1.024909,0.488955,0.9737,-0.19461,0.29661
59150480,-0.479774,1.087676,0.680305,0.435133,0.639724,1.407067,0.895029,-0.295446,0.30464,-0.384229,0.759885,0.967985,1.10723,0.32999,1.33039
59150481,-0.588452,-0.245195,0.161396,-0.412341,2.341755,0.004744,-0.367378,0.046942,1.6402,-0.99695,-1.024909,0.745348,1.37493,-1.06569,0.07591
59150482,-0.641147,0.69465,-0.370332,0.120143,1.518191,-0.044576,-0.387868,-0.780292,1.184951,-0.545472,0.42783,0.967985,1.08083,-0.4409,0.47569
59150483,0.233149,0.301624,-0.079386,1.072613,0.529915,0.385087,-0.004869,-0.01284,2.389073,-0.492357,0.131902,-0.000489,1.50328,-0.74099,0.58515
59150484,-0.698627,-0.091402,-0.150349,-0.007353,0.98745,0.201464,-0.300517,-0.18668,1.762768,-0.607037,-0.263107,0.353831,1.06263,-0.7685,0.17571
59150485,0.198802,0.116671,0.227723,0.142642,0.639724,0.577216,1.674574,0.340417,0.7364,-0.99695,0.710307,0.537552,1.18274,-0.29436,0.81136
59150486,0.16695,-1.270481,-0.921597,-1.484807,-0.531567,-0.380866,1.198534,-1.567173,-0.146259,1.326284,1.029952,-0.968964,-1.06965,-0.04614,-0.69188
59150487,-0.504786,0.355834,0.549056,1.125111,0.950848,1.080402,-0.323726,-1.567173,0.140554,0.228492,0.224447,1.381201,0.68127,0.46266,1.27182
59150488,-1.076973,-0.327218,2.210228,2.160079,0.3286,0.055315,0.882676,0.046942,1.563737,1.486182,0.672585,-0.29584,1.23981,1.4333,0.05734
59150489,-0.138563,-0.606211,0.68626,0.172641,-0.257045,0.722632,-0.187142,1.638639,1.033815,-0.99695,3.084814,-0.157763,0.43236,0.733,0.74012
59150490,-0.398339,-0.345713,0.001432,0.352635,-0.860992,0.071516,0.033375,0.531176,-0.176678,1.147573,-0.157301,0.03538,-0.43193,0.72866,-0.09935
59150491,-0.819869,0.825659,2.186926,0.982616,0.07238,-0.152582,2.04824,0.181451,0.679015,1.683704,0.24133,0.496836,1.07112,1.61276,0.32569
59150492,-0.705349,1.168992,0.987414,0.900118,-0.275347,0.199469,2.111099,0.284312,1.154514,-0.043829,-0.281245,0.537552,1.54638,0.21816,0.54154
59150493,-1.215771,0.158705,2.472767,1.500099,-0.403457,-1.147424,2.864911,2.724905,0.014309,3.292097,2.262869,0.06181,0.5258,3.60489,-0.38991
59150494,-1.27648,2.846936,2.270997,1.290106,-0.842691,-1.322864,3.441413,0.181451,0.767283,3.292097,-1.024909,-0.437253,1.33087,1.84505,-0.76527
59150495,-0.936972,0.648949,1.608098,0.817621,-0.458361,-1.033699,1.63044,0.022485,0.462783,-0.99695,0.536786,-0.141441,1.02075,0.35802,-0.35673
59150496,-1.313499,1.058563,2.639136,2.265075,0.895943,-1.964099,4.629408,0.531176,0.68229,0,-0.292865,-0.262785,2.50919,0.87247,-0.95668
59150497,-1.253318,-0.050744,2.636105,1.980084,-0.385155,-1.964099,3.306567,1.930076,-0.25802,0.841213,0.710307,-0.179837,1.03623,2.13202,-0.99001
59150498,-1.050875,0.605326,2.272091,0.817621,0.182188,-1.165992,3.083912,0.603533,-0.428966,1.683704,-0.157301,0.207357,0.79065,1.78756,-0.56792
59150499,-1.134424,0.222024,2.725627,1.530098,0.950848,-1.964099,1.295023,-0.168274,-0.17418,2.005383,0.176395,0.074009,0.59863,2.11386,-0.96753
59150500,-0.976838,1.320901,2.777848,1.16261,0.694628,-1.964099,0.717225,0.592892,-0.574956,-0.99695,1.778133,0.016066,0.90036,1.52508,-0.62469
59150503,-1.03608,-0.363497,1.263439,0.83262,-0.037429,-0.807587,0.083605,0.111506,-0.477559,1.415639,0.777046,-0.534392,-0.31361,1.5127,-0.80715
59150504,0.477483,-0.259842,-1.034284,0.375135,-1.044006,1.241058,-0.20664,-0.641431,-0.253252,-0.99695,0.576829,1.116982,-0.18515,-0.32826,1.41767
59150505,-0.368014,1.230595,-0.162514,1.15511,-0.348553,0.172643,0.444211,0.592892,0.885028,-0.99695,-1.024909,0.748464,1.24497,-0.55714,0.53564
59150506,0.599048,-1.270481,-0.888974,0.165141,-0.110634,1.5912,-0.26493,-0.517999,1.114912,-0.043829,-1.024909,1.29081,0.26778,-0.75804,1.42383
59150507,0.701121,-0.147549,-0.4548,-0.899825,-1.044006,1.13396,0.172584,-0.727834,-0.025762,0.228492,-1.024909,2.138226,-0.37021,-0.10212,1.69049
59150508,1.202325,-0.363497,-0.717589,-0.014853,-0.586471,2.464157,-0.097564,-0.120036,0.616404,-0.545472,0.486408,1.65529,0.23796,-0.29132,2.44986
59150509,1.27871,2.553558,-1.243168,0.765122,-0.568169,1.804313,-0.941087,-0.198685,-0.204436,-0.24006,0.090587,1.775048,0.38853,-0.11328,2.31844
59150510,1.859529,-1.270481,-0.835844,0.375135,-1.172116,3.489052,0.349758,-0.255705,1.712167,-0.99695,0.016221,0.780539,0.6001,-1.1954,2.71307
59150511,0.31247,-0.484428,1.996907,1.560097,-0.366854,4.200196,0.934292,0.801931,0.247287,0.17279,-1.024909,0.082094,0.979,0.44217,2.16062
59150512,4.134629,2.223085,-0.036283,-0.149849,-1.281924,5.092145,0.033375,-0.01284,-0.176678,-0.99695,0.710307,1.541896,0.40457,-0.43083,4.65248
59150513,1.84623,0.69465,-0.835844,0.277638,-0.824389,1.988785,-0.113943,-1.567173,0.445468,-0.545472,0.536786,0.989507,0.18981,-0.64862,2.23054
59150514,1.546618,0.975383,-1.243168,0.262638,-0.897595,2.616851,0.988915,-0.213399,2.016232,-0.99695,-1.024909,-0.189732,1.30902,-1.95323,1.73978
59150515,2.239373,-1.270481,-1.243168,0.322636,-0.897595,4.375099,0.256444,-0.692861,0.358413,-0.99695,0.276503,-0.027391,0.03486,-1.30714,2.65907
59150516,0.444604,1.087676,-0.639726,0.165141,0.237093,1.865186,-0.941087,-0.356587,1.500124,-0.043829,-1.024909,1.29081,0.89693,-0.76213,1.71662
59150517,1.268083,1.424556,-0.917309,0.112643,-0.787786,1.918733,-0.373115,-1.567173,0.698884,-0.077869,-1.024909,1.742765,0.41118,-0.77995,2.2662
59150518,0.116486,1.011607,-0.773179,0.037645,-0.659677,1.819338,-0.401873,-0.198685,0.848228,0.322756,-1.024909,1.464639,0.44271,-0.34888,1.66227
59150519,2.188997,0.337354,-0.681342,-1.06482,-0.897595,1.528005,-0.941087,0.618607,0.087682,-0.46082,0.052122,1.29081,-0.4807,-0.33788,1.92898
59150520,-0.328441,-0.397089,1.092154,1.16261,-0.348553,0.80323,3.007382,0.375743,0.227072,0.591586,1.265577,-0.727922,0.86728,0.855,0.26523
59150521,0.456405,-0.471105,-0.746432,1.050113,-0.165538,0.944912,2.007999,0.701313,1.055649,-0.62399,-0.263107,0.967985,1.24413,-0.55231,1.15562
59150522,0.012623,-1.270481,-0.600026,0.435133,-0.44006,0.697275,0.50291,-0.692861,0.285729,-0.282109,-0.18075,1.29081,0.08596,-0.19652,0.97756
59150523,-0.023104,-0.307968,-0.32669,-0.884826,0.163887,0.747335,-0.557322,-0.551843,0.34449,-0.139141,-0.22404,0.537552,-0.14669,-0.40336,0.52824
59150524,-0.130461,1.98215,0.036992,1.012615,0.07238,0.317207,-0.105834,-0.692861,-0.018062,-0.00717,-0.132512,1.484505,0.74976,0.32616,1.13186
59150525,-0.307686,1.349694,0.79345,-0.43484,0.163887,0.166902,0.464784,-0.727834,0.149977,0.841213,0.090587,0.64516,0.3145,0.58526,0.49964
59150526,-0.399807,0.180693,1.007831,0.142642,-0.202141,0.377817,0.540579,-0.517999,0.877086,-0.337097,-0.18075,0.863285,0.71403,0.09563,0.74779
59150527,-0.683449,0.015787,0.618883,0.150142,0.346901,0.421238,0.349758,0.181451,1.247985,-0.99695,-1.024909,0.322336,1.0932,-0.69493,0.23336
59150528,-0.147634,-1.270481,0.340868,0.487631,-0.330251,0.089103,0.927242,-0.33285,0.040376,-0.99695,0.710307,0.618986,0.22127,0.06605,0.47628
59150529,-0.22678,-0.509785,-0.064073,0.165141,0.475011,0.236939,-0.037495,0.072162,0.524726,-0.99695,0.24133,0.374686,0.49553,-0.40181,0.29527
59150530,-0.726574,-0.182101,1.163744,0.060145,0.712929,-0.469553,-0.410272,1.055764,0.096083,-0.99695,0.363264,-0.147228,0.40176,0.24613,-0.43402
59150531,-0.600517,-1.270481,1.656424,-0.389841,0.566518,-0.203608,-0.008286,0.022485,-0.338768,-0.192754,-0.230827,0.563086,-0.13789,0.61745,-0.08083
59150532,-0.093824,-0.412969,-0.28476,-0.517337,1.573095,0.009087,-0.519326,0.880901,0.483166,-0.337097,-1.024909,1.29081,0.50793,-0.38653,0.31038
59150533,-0.243513,1.179553,0.423156,-0.11235,0.090681,0.233096,0.749306,0.181451,-0.811144,0.611442,0.394813,0.982659,0.10225,0.92849,0.61875
59150534,-0.229774,0.750797,0.851639,0.690125,0.218791,0.23331,-0.020762,0.764326,0.549696,-0.99695,0.759885,0.193206,0.88262,0.19401,0.46358
59150535,0.149835,-0.029345,0.010135,-0.847327,-0.31195,0.146039,-0.941087,-0.517999,-0.505882,-0.99695,-1.024909,1.348753,-0.41737,-0.40759,0.62662
59150536,-0.790483,-0.091402,0.265438,0.712624,-0.586471,-0.452943,-0.941087,-0.33285,0.175373,2.373015,-0.157301,-0.558096,-0.633,1.10262,-0.69308
59150537,-0.165219,-0.050744,-0.171264,-0.097351,0.20049,0.355263,-0.941087,-0.443058,0.387291,-0.282109,1.440925,1.229735,0.0178,0.40365,0.98622
59150538,-0.833549,2.266755,1.472323,1.14761,1.188766,-0.11873,0.942494,3.303995,0.689989,1.385854,1.144111,2.084785,1.68554,2.32579,1.12603
59150539,-0.185093,0.173289,-0.008854,0.502631,0.401805,0.785422,-0.384252,-0.443058,0.299171,-0.52039,-0.078427,0.811464,0.49571,-0.17424,0.81209
59150540,-0.138152,1.409243,-0.45115,-0.142349,0.694628,0.598444,-0.535393,0.072162,0.113363,-0.093993,-0.157301,2.295155,0.57092,0.21348,1.44309
59150541,-0.056071,-0.245195,-0.485357,-0.472339,0.255394,1.20175,0.027047,0.735893,0.526958,-0.043829,-0.298539,1.828852,0.36689,0.01781,1.37192
59150542,-0.592121,-1.270481,1.019741,0.547629,0.767833,1.005556,1.06352,-0.567959,-0.430465,0.075311,-1.024909,0.788638,0.39077,0.24117,0.51927
59150543,0.079996,0.413917,-0.564295,0.060145,0.182188,1.417294,-0.283712,0.284312,0.537095,-0.679243,-0.157301,2.044069,0.65099,-0.2012,1.77308
59150544,-0.987524,2.223085,0.28977,2.13008,0.98745,-0.659315,0.739304,-0.591197,1.58218,1.424286,1.661878,-0.182956,1.68348,0.93107,0.00204
59150545,0.300669,-0.363497,-0.717589,-0.329843,-0.330251,1.174552,-0.941087,1.478818,-0.811144,-0.492357,0.927209,1.509498,-0.53921,0.55434,1.30818
59150546,0.564378,-0.345713,-1.243168,0.000146,0.603121,0.579921,-0.53922,-0.517999,0.549696,-0.99695,-0.157301,-0.341249,0.26062,-1.30112,0.16673
59150547,-1.046531,-0.029345,2.667139,1.980084,0.383504,-1.964099,1.106889,0.713641,-0.500012,2.148351,-0.387483,0.115728,0.36434,2.31391,-1.03782
59150548,2.056247,1.739932,-0.488865,-0.022353,-0.677978,1.679572,-0.941087,0.950846,-0.021931,-0.282109,0.131902,-0.132011,-0.00542,-0.34494,1.37932
59150549,0.179749,3.017077,-0.370332,-0.11235,-0.549868,2.252446,0.891081,1.49292,0.232654,-0.99695,0.052122,1.452223,1.26592,-0.17547,2.1164
59150550,1.206112,0.116671,-0.734014,0.83262,-0.421758,1.483938,0.229989,0.111506,0.189611,-0.179989,-0.078427,0.302159,0.2984,-0.38351,1.2282
59150551,2.901685,0.203367,-0.941447,-0.044852,-1.025705,2.810809,0.062904,0.125044,0.014309,-0.99695,0.131902,1.374506,0.03262,-0.72024,2.87068
59150552,1.650364,-1.270481,-0.790586,1.14761,-0.714581,2.755779,0.376374,-0.308164,0.856781,-0.99695,-1.024909,1.374506,0.62048,-1.04192,2.41497
59150553,5.225957,-0.147549,-0.8254,-0.457339,-1.410034,3.287955,-0.328168,1.318057,0.712953,-0.52039,1.317633,1.116982,-0.27232,-0.43335,3.71377
59150554,1.948303,-0.222411,-0.717589,0.592628,-0.732882,2.75635,-0.238151,0.306353,-0.49077,-0.282109,-0.04885,1.217914,-0.15726,-0.11951,2.39275
59150555,2.855448,1.308753,-0.224859,0.997615,-1.153815,2.349835,1.941478,-0.984299,0.526958,-0.99695,0.039883,1.393527,1.09749,-0.71983,3.00595
59150556,-0.398486,-0.386172,0.768913,1.875088,0.182188,0.521997,2.824473,-0.45103,0.350875,0.663326,0.292183,0.773513,1.23997,0.75777,0.80072
59150557,-0.270403,0.390193,0.751887,1.177609,-0.806088,0.671704,2.344702,-0.583572,-0.142596,0.432732,-0.068769,1.060221,0.7349,0.71678,1.04972
59150558,-0.716681,-0.061169,1.764761,0.607627,-0.403457,0.040843,2.666932,-0.583572,-0.280689,2.030612,-0.544388,0.796485,0.37385,1.5256,0.33052
59150559,-0.100341,0.015787,-0.394577,-0.344843,-0.092333,-0.101594,-0.670624,-0.01284,-0.353251,0.718669,0.276503,2.138226,-0.44114,0.86725,0.96709
59150560,2.952941,-1.270481,-0.790586,-0.577335,-1.080609,1.991291,-0.012161,-0.790007,-0.357531,-0.384229,-1.024909,1.29081,-0.75598,-0.83108,2.13831
59150561,2.275334,0.476302,-0.777655,-1.484807,-1.263623,3.046829,-0.258428,-0.213399,-0.500012,-0.139141,0.759885,1.742765,-0.71804,-0.03653,2.97295
59150562,2.109353,0.039607,0.608303,0.750123,-1.190417,3.530073,2.022245,-0.517999,0.314343,0.841213,0.363264,0.93929,0.51263,0.44036,2.99077
59150563,4.215271,3.505533,2.50421,0.757623,-1.373431,1.065513,3.222618,0.984873,0.040376,0.289764,-1.024909,0.236249,1.35841,0.40804,2.21565
59150564,-0.127701,-0.129437,0.666162,0.772622,-0.202141,0.131882,1.194146,0.072162,-0.811144,0.817647,-0.529133,-0.121549,-0.00607,0.65175,-0.10612
59150565,0.155765,0.69465,1.059096,-0.134849,-0.623074,2.126071,1.105659,-0.068352,-0.082366,1.260443,-1.024909,0.996057,0.26678,0.68795,1.54201
59150566,0.300082,-0.428282,0.731735,0.487631,-0.494964,0.22347,0.50291,0.463488,-0.811144,1.496682,0.158193,-0.010272,-0.53519,1.23021,0.1327
59150567,-0.351692,0.116671,1.924905,1.500099,-0.128936,0.128677,0.623243,1.930076,-0.399817,1.504994,-0.281245,-0.538531,0.27409,1.64991,-0.27943
